edad	genero	pais	is_condicion_fisica	detalle_condicion	nivel_expereincia_previo	condicion_previa	motivo	n_acompañantes	epoca	is_camino_realizado_prev	ruta	dias	inicio	distancia	dureza	calzado	is_calzado_adecuado	is_tr_mochila	is_reserva_aloj	alojamiento	hace_cuanto	is_volver_a_hacer	etapa_ideal	nota	is_lesion	consejos	modo_realizacion
59.0	Mujer	España	1.0	Tendinitis rotuliana	Avanzada (rutas largas con mochila/montaña)	Alta	Deportivo, Religioso	Desconocido	Primavera	0	Francés	5.0	Sarria	100	Moderadas	Botas de montaña	1	1	1	Hostales / Hoteles, Airbnb	Este año	1.0	Largas y exigentes (≥ 25 km)	8	0.0	Controla el ritmo; escucha tus pies y haz estiramientos. Cuida pies: crema antifricción, cambio de calcetines a mediodía.	A pie
32.0	Mujer	España	0.0	No	Avanzada (rutas largas con mochila/montaña)	Media	Cultural/turístico, Religioso	Desconocido	Verano	0	Portugués	7.0	Tui	100	Muy variables	Sandalias de trekking	1	0	1	Hostales / Hoteles	Este año	1.0	Medias (~20 km con algo de desnivel)	8	0.0	Etapas de ~20–25 km funcionan bien; cuida la hidratación. Sal temprano por el calor y reserva si vas por el Francés. Cuida pies: crema antifricción, cambio de calcetines a mediodía.	A pie
32.0	Mujer	EEUU	1.0	Asma leve	Básica (≤ 10 km ocasionalmente)	Media	Cultural/turístico, Personal/reflexivo, Religioso	Desconocido	Otoño	0	Portugués	6.0	Tui	100	Moderadas	Botas de montaña	1	1	1	Albergues públicos, Albergues privados	En los últimos 2 años	1.0	Medias (~20 km con algo de desnivel)	9	0.0	Etapas de ~20–25 km funcionan bien; cuida la hidratación. Cuida pies: crema antifricción, cambio de calcetines a mediodía.	A pie
61.0	Mujer	España	Ninguna	No	Básica (≤ 10 km ocasionalmente)	Media	Cultural/turístico, Deportivo, Personal/reflexivo	Desconocido	Invierno	0	Francés	6.0	Sarria	100	Moderadas	Botas de montaña	1	1	1	Hostales / Hoteles	Más de 2 años	1.0	Medias (~20 km con algo de desnivel)	8	0.0	Sin respuesta	A pie
42.0	Mujer	España	0.0	No	Básica (≤ 10 km ocasionalmente)	Media	Cultural/turístico, Personal/reflexivo	3.0	Otoño	1	Portugués	9.0	Porto	200	Muy variables	Playeros 	1	0	1	Hostales / Hoteles	En los últimos 2 años	1.0	Largas y exigentes (≥ 25 km)	9	0.0	Sin respuesta	A pie
29.0	Hombre	España	0.0	No	Ninguna	Media	Deportivo, Religioso	3.0	Invierno	0	Portugués	5.0	Vigo	100	Moderadas	Zapatillas deportivas normales	1	0	0	Albergues privados	Este año	1.0	Medias (~20 km con algo de desnivel)	9	0.0	Etapas de ~20–25 km funcionan bien; cuida la hidratación. Cuida pies: crema antifricción, cambio de calcetines a mediodía.	A pie
32.0	Hombre	España	1.0	Ligamento de rodilla inestable	Moderada (10–20 km regularmente)	Media	Cultural/turístico, Deportivo	6.0	Verano	0	Francés	29.0	Pamplona	200	Exigentes	Zapatillas deportivas normales	0	0	0	Albergues públicos	Este año	1.0	Medias (~20 km con algo de desnivel)	8	0.0	Etapas de ~20–25 km funcionan bien; cuida la hidratación. Sal temprano por el calor y reserva si vas por el Francés. Cuida pies: crema antifricción, cambio de calcetines a mediodía.	A pie
30.0	Mujer	España	1.0	Tendinitis rotuliana	Básica (≤ 10 km ocasionalmente)	Media	Cultural/turístico, Personal/reflexivo	Desconocido	Verano	1	Portugués	5.0	Vigo	100	Moderadas	Botas de montaña	1	0	1	Hostales / Hoteles	En los últimos 2 años	1.0	Medias (~20 km con algo de desnivel)	9	0.0	Sin respuesta	A pie
22.0	Mujer	España	0.0	No	Avanzada (rutas largas con mochila/montaña)	Alta	Cultural/turístico, Personal/reflexivo	Desconocido	Verano	0	Francés	4.0	Sarria	100	Moderadas	Botas de montaña	1	0	1	Albergues privados, Hostales / Hoteles	En los últimos 2 años	1.0	Largas y exigentes (≥ 25 km)	8	0.0	Controla el ritmo; escucha tus pies y haz estiramientos. Sal temprano por el calor y reserva si vas por el Francés. Cuida pies: crema antifricción, cambio de calcetines a mediodía.	A pie
32.0	Mujer	Portugal	Ninguna	No	Moderada (10–20 km regularmente)	Baja	Cultural/turístico	3.0	Otoño	0	Portugués	7.0	Valença	100	Suaves	Botas de montaña	1	0	0	Albergues públicos	En los últimos 2 años	1.0	Medias (~20 km con algo de desnivel)	9	0.0	Etapas de ~20–25 km funcionan bien; cuida la hidratación. Cuida pies: crema antifricción, cambio de calcetines a mediodía.	A pie
34.0	Hombre	España	0.0	No	Básica (≤ 10 km ocasionalmente)	Baja	Personal/reflexivo	Desconocido	Verano	0	del Norte	6.0	Ribadeo	100	Muy variables	Botas de montaña	1	0	0	Albergues públicos, Albergues privados	Este año	1.0	Largas y exigentes (≥ 25 km)	8	0.0	Sin respuesta	A pie
32.0	Hombre	España	Ninguna	Fascitis plantar	Avanzada (rutas largas con mochila/montaña)	Media	Deportivo, Personal/reflexivo	Desconocido	Verano	1	Francés	6.0	Sarria	100	Suaves	Playeros 	1	0	1	Albergues privados, Hostales / Hoteles	Este año	1.0	Medias (~20 km con algo de desnivel)	8	0.0	Etapas de ~20–25 km funcionan bien; cuida la hidratación. Sal temprano por el calor y reserva si vas por el Francés. Cuida pies: crema antifricción, cambio de calcetines a mediodía.	En bici
32.0	Hombre	España	1.0	Asma leve	Moderada (10–20 km regularmente)	Alta	Cultural/turístico, Personal/reflexivo, Religioso	Desconocido	Verano	0	del Norte	9.0	Ribadeo	100	Moderadas	Zapatillas de trail running	1	1	1	Albergues privados, Hostales / Hoteles	Este año	1.0	Largas y exigentes (≥ 25 km)	8	0.0	Sin respuesta	A pie
32.0	Mujer	España	0.0	No	Básica (≤ 10 km ocasionalmente)	Media	Deportivo	3.0	Verano	1	Portugués	6.0	Tui	100	Suaves	Zapatillas deportivas normales	1	0	1	Albergues privados, Hostales / Hoteles	Este año	1.0	Medias (~20 km con algo de desnivel)	8	0.0	Etapas de ~20–25 km funcionan bien; cuida la hidratación. Sal temprano por el calor y reserva si vas por el Francés. Cuida pies: crema antifricción, cambio de calcetines a mediodía.	A pie
32.0	Mujer	España	0.0	No	Básica (≤ 10 km ocasionalmente)	Alta	Personal/reflexivo	Desconocido	Primavera	0	Portugués	6.0	O Porriño	100	Moderadas	Zapatillas de trail running	1	0	0	Albergues públicos, Albergues privados	En los últimos 2 años	1.0	Medias (~20 km con algo de desnivel)	9	0.0	Etapas de ~20–25 km funcionan bien; cuida la hidratación. Cuida pies: crema antifricción, cambio de calcetines a mediodía.	A pie
32.0	Hombre	España	1.0	Ligamento de rodilla inestable	Avanzada (rutas largas con mochila/montaña)	Media	Cultural/turístico, Personal/reflexivo, Religioso	Desconocido	Verano	0	del Norte	22.0	Gijón	200	Suaves	Zapatillas de trail running	1	0	1	Hostales / Hoteles	Este año	1.0	Cortas y fáciles (≤ 15 km)	9	0.0	Planifica etapas cortas y constantes, evita alargar por euforia. Sal temprano por el calor y reserva si vas por el Francés. El terreno puede ser húmedo: calzado con buena suela. Cuida pies: crema antifricción, cambio de calcetines a mediodía.	En bici
28.0	Hombre	España	0.0	No	Moderada (10–20 km regularmente)	Media	Deportivo, Personal/reflexivo, Religioso	Desconocido	Otoño	0	Portugués	6.0	Lisboa	200	Moderadas	Botas de montaña	1	0	0	Albergues públicos, Albergues privados	En los últimos 2 años	1.0	Medias (~20 km con algo de desnivel)	9	0.0	Sin respuesta	En bici
32.0	Mujer	EEUU	0.0	No	Básica (≤ 10 km ocasionalmente)	Media	Cultural/turístico, Religioso	6.0	Verano	0	Inglés	5.0	Ferrol	100	Muy variables	Zapatillas de trail running	1	1	1	Hostales / Hoteles, Pensiones	Este año	1.0	Medias (~20 km con algo de desnivel)	9	0.0	Etapas de ~20–25 km funcionan bien; cuida la hidratación. Sal temprano por el calor y reserva si vas por el Francés. Cuida pies: crema antifricción, cambio de calcetines a mediodía.	A pie
32.0	Mujer	España	0.0	No	Ninguna	Media	Deportivo	Desconocido	Primavera	0	Francés	6.0	Sarria	100	Moderadas	Botas de montaña	1	0	0	Albergues privados	Este año	1.0	Medias (~20 km con algo de desnivel)	9	0.0	Etapas de ~20–25 km funcionan bien; cuida la hidratación. Cuida pies: crema antifricción, cambio de calcetines a mediodía.	A pie
30.0	Mujer	España	0.0	No	Moderada (10–20 km regularmente)	Media	Cultural/turístico, Personal/reflexivo, Religioso	3.0	Otoño	1	Francés	6.0	Sarria	100	Moderadas	Zapatillas de trail running	1	0	1	Hostales / Hoteles	Más de 2 años	1.0	Medias (~20 km con algo de desnivel)	8	0.0	Etapas de ~20–25 km funcionan bien; cuida la hidratación. Cuida pies: crema antifricción, cambio de calcetines a mediodía.	A pie
32.0	Mujer	España	0.0	No	Moderada (10–20 km regularmente)	Media	Deportivo, Personal/reflexivo	3.0	Primavera	0	Francés	6.0	Ponferrada	200	Moderadas	Zapatillas de trail running	1	0	0	Albergues públicos	Este año	1.0	Largas y exigentes (≥ 25 km)	8	0.0	Controla el ritmo; escucha tus pies y haz estiramientos. Cuida pies: crema antifricción, cambio de calcetines a mediodía.	A pie
32.0	Hombre	España	0.0	No	Básica (≤ 10 km ocasionalmente)	Media	Personal/reflexivo	Desconocido	Verano	0	Francés	4.0	Sarria	100	Exigentes	Zapatillas deportivas normales	0	0	1	Albergues públicos, Albergues privados	Este año	1.0	Largas y exigentes (≥ 25 km)	8	0.0	Controla el ritmo; escucha tus pies y haz estiramientos. Sal temprano por el calor y reserva si vas por el Francés. Cuida pies: crema antifricción, cambio de calcetines a mediodía.	En bici
32.0	Mujer	España	Ninguna	No	Avanzada (rutas largas con mochila/montaña)	Media	Cultural/turístico, Deportivo, Personal/reflexivo	Desconocido	Invierno	1	Francés	6.0	León	200	Suaves	Botas de montaña	1	0	0	Albergues privados	Este año	1.0	Cortas y fáciles (≤ 15 km)	9	0.0	Planifica etapas cortas y constantes, evita alargar por euforia. Cuida pies: crema antifricción, cambio de calcetines a mediodía.	A pie
32.0	Mujer	España	Ninguna	No	Básica (≤ 10 km ocasionalmente)	Media	Deportivo, Personal/reflexivo	3.0	Invierno	0	Francés	8.0	Sarria	100	Suaves	Zapatillas deportivas normales	1	0	1	Hostales / Hoteles	Este año	1.0	Cortas y fáciles (≤ 15 km)	8	0.0	Planifica etapas cortas y constantes, evita alargar por euforia. Cuida pies: crema antifricción, cambio de calcetines a mediodía.	A pie
43.0	Mujer	España	0.0	No	Básica (≤ 10 km ocasionalmente)	Baja	Religioso	Desconocido	Verano	0	Francés	15.0	Astorga	200	Suaves	Botas de montaña	1	0	1	Albergues privados, Hostales / Hoteles	En los últimos 2 años	1.0	Medias (~20 km con algo de desnivel)	9	0.0	Sin respuesta	A pie
33.0	Mujer	España	Ninguna	No	Ninguna	Media	Cultural/turístico, Personal/reflexivo, Religioso	Desconocido	Verano	0	Francés	6.0	Sarria	100	Moderadas	Botas de montaña	1	0	0	Albergues privados	Este año	1.0	Medias (~20 km con algo de desnivel)	9	0.0	Sin respuesta	A pie
32.0	Hombre	España	0.0	No	Moderada (10–20 km regularmente)	Media	Deportivo, Personal/reflexivo, Religioso	Desconocido	Verano	0	Francés	48.0	Pamplona	200	Suaves	Sandalias de trekking	1	0	1	Hostales / Hoteles	Este año	1.0	Cortas y fáciles (≤ 15 km)	10	0.0	Planifica etapas cortas y constantes, evita alargar por euforia. Sal temprano por el calor y reserva si vas por el Francés. Cuida pies: crema antifricción, cambio de calcetines a mediodía.	A pie
27.0	Mujer	España	Ninguna	No	Moderada (10–20 km regularmente)	Alta	Personal/reflexivo, Religioso	6.0	Invierno	0	Francés	4.0	Sarria	100	Moderadas	Playeros 	1	0	1	Albergues privados, Hostales / Hoteles	Este año	1.0	Largas y exigentes (≥ 25 km)	8	0.0	Controla el ritmo; escucha tus pies y haz estiramientos. Cuida pies: crema antifricción, cambio de calcetines a mediodía.	A pie
55.0	Hombre	España	Ninguna	No	Básica (≤ 10 km ocasionalmente)	Media	Cultural/turístico, Deportivo	3.0	Verano	1	Inglés	5.0	Ferrol	100	Moderadas	Botas de montaña	1	0	1	Hostales / Hoteles	Este año	1.0	Medias (~20 km con algo de desnivel)	8	0.0	Etapas de ~20–25 km funcionan bien; cuida la hidratación. Sal temprano por el calor y reserva si vas por el Francés. Cuida pies: crema antifricción, cambio de calcetines a mediodía.	A pie
32.0	Mujer	Alemania	1.0	Asma leve	Moderada (10–20 km regularmente)	Alta	Cultural/turístico, Deportivo	3.0	Otoño	1	Francés	6.0	Sarria	100	Moderadas	Zapatillas de trail running	1	1	0	Albergues públicos	Este año	1.0	Medias (~20 km con algo de desnivel)	8	0.0	Sin respuesta	A pie
26.0	Hombre	México	0.0	No	Básica (≤ 10 km ocasionalmente)	Media	Cultural/turístico, Personal/reflexivo	3.0	Verano	0	Inglés	6.0	Ferrol	100	Suaves	Zapatillas deportivas normales	1	0	0	Albergues públicos, Albergues privados	Este año	1.0	Cortas y fáciles (≤ 15 km)	9	0.0	Sin respuesta	A pie
27.0	Mujer	España	1.0	Tendinitis rotuliana	Moderada (10–20 km regularmente)	Media	Cultural/turístico, Religioso	Desconocido	Otoño	0	Francés	7.0	Sarria	100	Suaves	Playeros 	1	0	0	Albergues públicos	Este año	1.0	Largas y exigentes (≥ 25 km)	9	0.0	Sin respuesta	A pie
41.0	Mujer	Alemania	Ninguna	No	Básica (≤ 10 km ocasionalmente)	Media	Cultural/turístico, Religioso	Desconocido	Primavera	0	Francés	5.0	Sarria	100	Moderadas	Zapatillas deportivas normales	1	1	0	Albergues privados	Este año	1.0	Largas y exigentes (≥ 25 km)	9	0.0	Sin respuesta	A pie
32.0	Hombre	España	0.0	No	Avanzada (rutas largas con mochila/montaña)	Media	Cultural/turístico, Personal/reflexivo, Religioso	Desconocido	Otoño	1	Primitivo	15.0	Oviedo	200	Moderadas	Botas de montaña	1	1	0	Albergues públicos, Albergues privados	Más de 2 años	1.0	Medias (~20 km con algo de desnivel)	10	0.0	Etapas de ~20–25 km funcionan bien; cuida la hidratación. El terreno puede ser húmedo: calzado con buena suela. Cuida pies: crema antifricción, cambio de calcetines a mediodía.	A pie
32.0	Mujer	España	1.0	Fascitis plantar	Ninguna	Alta	Personal/reflexivo, Religioso	Desconocido	Invierno	0	Francés	6.0	Sarria	100	Moderadas	Botas de montaña	1	0	1	Hostales / Hoteles	Más de 2 años	1.0	Medias (~20 km con algo de desnivel)	8	0.0	Etapas de ~20–25 km funcionan bien; cuida la hidratación. Cuida pies: crema antifricción, cambio de calcetines a mediodía.	A pie
32.0	Hombre	Reino Unido	0.0	No	Básica (≤ 10 km ocasionalmente)	Alta	Deportivo	Desconocido	Invierno	0	Francés	4.0	Sarria	100	Moderadas	Zapatillas de trail running	1	0	0	Albergues públicos	En los últimos 2 años		Largas y exigentes (≥ 25 km)	7	0.0	Sin respuesta	A pie
32.0	Hombre	Alemania	Ninguna	No	Moderada (10–20 km regularmente)	Alta	Cultural/turístico, Personal/reflexivo	Desconocido	Invierno	0	Portugués	4.0	Vigo	100	Moderadas	Playeros 	0	0	0	Albergues privados	Más de 2 años	1.0	Largas y exigentes (≥ 25 km)	9	0.0	Controla el ritmo; escucha tus pies y haz estiramientos. Cuida pies: crema antifricción, cambio de calcetines a mediodía.	A pie
32.0	Mujer	Reino Unido	0.0	No	Avanzada (rutas largas con mochila/montaña)	Media	Cultural/turístico, Deportivo	3.0	Invierno	0	Francés	6.0	Sarria	100	Moderadas	Zapatillas deportivas normales	1	0	1	Hostales / Hoteles, Airbnb	Más de 2 años	1.0	Cortas y fáciles (≤ 15 km)	9	0.0	Sin respuesta	A pie
32.0	Hombre	Francia	Ninguna	Ligamento de rodilla inestable	Moderada (10–20 km regularmente)	Media	Cultural/turístico, Deportivo, Religioso	Desconocido	Invierno	0	Francés	6.0	Sarria	100	Muy variables	Botas de montaña	1	1	0	Albergues públicos	En los últimos 2 años	1.0	Medias (~20 km con algo de desnivel)	8	0.0	Sin respuesta	A pie
30.0	Mujer	España	0.0	No	Avanzada (rutas largas con mochila/montaña)	Media	Cultural/turístico, Personal/reflexivo	3.0	Verano	0	Francés	5.0	Sarria	100	Muy variables	Zapatillas deportivas normales	1	0	1	Albergues privados, Hostales / Hoteles	Este año		Largas y exigentes (≥ 25 km)	7	0.0	Sin respuesta	A pie
26.0	Mujer	España	Ninguna	No	Básica (≤ 10 km ocasionalmente)	Media	Cultural/turístico, Deportivo, Religioso	Desconocido	Otoño	0	Primitivo	6.0	Grado	200	Exigentes	Zapatillas deportivas normales	1	0	1	Hostales / Hoteles	Más de 2 años	1.0	Largas y exigentes (≥ 25 km)	8	0.0	Controla el ritmo; escucha tus pies y haz estiramientos. El terreno puede ser húmedo: calzado con buena suela. Cuida pies: crema antifricción, cambio de calcetines a mediodía.	En bici
44.0	Mujer	España	Ninguna	No	Moderada (10–20 km regularmente)	Media	Deportivo, Personal/reflexivo	Desconocido	Verano	0	Francés	6.0	Sarria	100	Suaves	Botas de montaña	1	1	1	Albergues privados, Hostales / Hoteles	En los últimos 2 años	1.0	Cortas y fáciles (≤ 15 km)	8	0.0	Sin respuesta	En bici
24.0	Hombre	España	Ninguna	No	Moderada (10–20 km regularmente)	Media	Religioso	Desconocido	Verano	0	Portugués	6.0	Lisboa	200	Moderadas	Zapatillas de trail running	1	1	1	Albergues privados, Hostales / Hoteles	En los últimos 2 años	1.0	Cortas y fáciles (≤ 15 km)	8	0.0	Planifica etapas cortas y constantes, evita alargar por euforia. Sal temprano por el calor y reserva si vas por el Francés. Cuida pies: crema antifricción, cambio de calcetines a mediodía.	A pie
32.0	Mujer	España	0.0	No	Avanzada (rutas largas con mochila/montaña)	Media	Religioso	Desconocido	Primavera	1	Francés	6.0	Sarria	100	Moderadas	Botas de montaña	1	0	0	Albergues públicos	En los últimos 2 años	1.0	Largas y exigentes (≥ 25 km)	9	0.0	Controla el ritmo; escucha tus pies y haz estiramientos. Cuida pies: crema antifricción, cambio de calcetines a mediodía.	En bici
34.0	Hombre	España	0.0	No	Moderada (10–20 km regularmente)	Media	Religioso	Desconocido	Invierno	0	Francés	6.0	Sarria	100	Moderadas	Zapatillas deportivas normales	0	0	1	Hostales / Hoteles, Airbnb	Más de 2 años	1.0	Medias (~20 km con algo de desnivel)	9	0.0	Etapas de ~20–25 km funcionan bien; cuida la hidratación. Cuida pies: crema antifricción, cambio de calcetines a mediodía.	A pie
31.0	Mujer	Italia	0.0	No	Ninguna	Media	Cultural/turístico, Deportivo, Personal/reflexivo	Desconocido	Verano	1	Francés	6.0	Sarria	100	Moderadas	Playeros 	1	0	1	Albergues privados, Hostales / Hoteles	En los últimos 2 años	1.0	Medias (~20 km con algo de desnivel)	8	0.0	Etapas de ~20–25 km funcionan bien; cuida la hidratación. Sal temprano por el calor y reserva si vas por el Francés. Cuida pies: crema antifricción, cambio de calcetines a mediodía.	A pie
32.0	Mujer	Portugal	0.0	No	Moderada (10–20 km regularmente)	Media	Cultural/turístico, Personal/reflexivo	Desconocido	Verano	1	Francés	6.0	Sarria	100	Moderadas	Botas de montaña	1	0	1	Hostales / Hoteles	Más de 2 años	1.0	Medias (~20 km con algo de desnivel)	10	0.0	Etapas de ~20–25 km funcionan bien; cuida la hidratación. Sal temprano por el calor y reserva si vas por el Francés. Cuida pies: crema antifricción, cambio de calcetines a mediodía.	A pie
36.0	Mujer	España	0.0	No	Básica (≤ 10 km ocasionalmente)	Media	Cultural/turístico, Religioso	Desconocido	Otoño	1	Francés	6.0	Sarria	100	Moderadas	Zapatillas de trail running	1	0	1	Hostales / Hoteles	Más de 2 años	1.0	Medias (~20 km con algo de desnivel)	9	0.0	Sin respuesta	A pie
32.0	Mujer	España	Ninguna	Dolor lumbar	Moderada (10–20 km regularmente)	Media	Religioso	Desconocido	Primavera	0	Inglés	6.0	Ferrol	100	Moderadas	Zapatillas deportivas normales	1	0	0	Albergues privados	En los últimos 2 años	1.0	Largas y exigentes (≥ 25 km)	9	0.0	Controla el ritmo; escucha tus pies y haz estiramientos. Cuida pies: crema antifricción, cambio de calcetines a mediodía.	A pie
27.0	Mujer	España	0.0	No	Avanzada (rutas largas con mochila/montaña)	Alta	Cultural/turístico, Deportivo	6.0	Verano	0	Portugués	6.0	Porto	200	Moderadas	Zapatillas deportivas normales	1	1	1	Hostales / Hoteles, Airbnb	En los últimos 2 años	1.0	Medias (~20 km con algo de desnivel)	9	0.0	Sin respuesta	A pie
